comment_id,post_id,timestamp,date,category,issue,opinion,group,num_reactions,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry,link,text,comment_summary,post_text,post_summary
2155945854982340,2155897034987222,2026-07-30T08:15:28+00:00,2026-07-30,Local Government,Councillor Communication,Support for centralized councillor information,Beechdale Community Partnership,1,1,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2155945854982340,Good idea people need to see what is happening in their area and have contact with their councillors,"Endorses the initiative to create a centralized page for tracking local councillors, arguing that increased transparency and accessibility to councillor contact information serves the public interest by enabling residents to stay informed about local issues and engage with their representatives.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2155963111647281,2155897034987222,2026-07-30T08:44:36+00:00,2026-07-30,Local Government,Councillor Communication,Councillors failing on anti-social behaviour,Beechdale Community Partnership,2,2,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2155963111647281,Need to address the trouble on beechdale and the impacts it has on the estate.,"Calls for the councillors to address anti-social behaviour and related problems on Beechdale and their negative effects on the local estate. Implies that current councillors have failed to tackle these issues, positioning this as a key concern they should address.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2155969204980005,2155897034987222,2026-07-30T08:54:30+00:00,2026-07-30,Local Government,Councillor Communication,Politically motivated planning decisions,Beechdale Community Partnership,5,5,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2155969204980005,And what’s happening Trevor Manc Bailey have they stopped any illegal immigrants lately Nah they just granted permission for a twelve bedded HMO in Willenhall to accommodate them. They can’t stop a planning application for HMOs because as Scott said “he can’t see any structural reason not too” what does that even mean? But they can overturn the application to relocate the leather Museum. Because it’s one of Elaine’s pet Projects. they are blowing smoke up the backsides of Beechdale residents over the change of use for jubilee house (Ambulance station) with their meetings as it’s already decided and it will be an HMO. Now there is a good reason to protest about that but I don’t see Councillor Elaine Williams waving her placard about that. We are coming for you in May so enjoy the ride !! And you Trevor choose a lane my old pal. Author Former Councillor Carol Rose ( Birchills/Leamore Ward),"Criticizes local Reform UK councillors (particularly Trevor and Elaine Williams) for approving HMO planning applications while blocking other projects, suggesting decisions are politically motivated rather than based on planning merit, and warns of electoral consequences in May. Implies the councillors are hypocritical in their selective enforcement and dismisses their community engagement as performative.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2155978858312373,2155897034987222,2026-07-30T09:10:58+00:00,2026-07-30,Local Government,Councillor Communication,Councillors failing on anti-social behaviour,Beechdale Community Partnership,1,1,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2155978858312373,Won't do nothing about the trouble at the shops though will you,Expresses skepticism that the councillors being promoted will take action on anti-social behaviour and crime issues at local shops. Implies the councillors have failed to address this problem despite their public availability.,"Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2155981278312131,2155897034987222,2026-07-30T09:15:02+00:00,2026-07-30,Local Government,Councillor Communication,Broken promises on development,Beechdale Community Partnership,1,1,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2155981278312131,Why did you promise to not build on reedswood but now it looks like you are?,"Questions the councillors' credibility by accusing them of breaking a promise not to build on Reedswood, suggesting that development is now proceeding despite this commitment. Implies the councillors have failed to honour their pledges to constituents.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2156199111623681,2155897034987222,2026-07-30T14:36:31+00:00,2026-07-30,Local Government,Councillor Communication,Support for centralized councillor information,Beechdale Community Partnership,0,0,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2156199111623681,This is good,Expresses approval of Matthew Eason's initiative to create a centralized page for tracking local councillors' information and contact details. The commenter views this as a positive contribution to community engagement.,"Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2156210174955908,2155897034987222,2026-07-30T14:51:57+00:00,2026-07-30,Local Government,Councillor Communication,Decline of local services and amenities,Beechdale Community Partnership,0,0,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2156210174955908,No post office now this estate getting worse,"Expresses frustration about the closure of a local post office, characterizing it as evidence that the estate is deteriorating. Implies that local councillors and representatives are failing to prevent the decline of essential services and amenities in the area.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2156275318282727,2155897034987222,2026-07-30T16:21:33+00:00,2026-07-30,Local Government,Councillor Communication,Councillors failing on anti-social behaviour,Beechdale Community Partnership,0,0,0,0,0,0,0,https://www.facebook.com/groups/1457262554850677/posts/2155897034987222?comment_id=2156275318282727,Picture taken right accross the road of Asbo city. What are they doing ? Put masks on and join in. For what use they and the police are.,"Criticizes the councillors and police for ineffectiveness in addressing anti-social behavior in the local area (referred to sarcastically as ""Asbo city""), suggesting their efforts are performative and useless. Implies that the councillors' initiative to create a contact page is insufficient given the perceived failure to tackle local disorder and crime.","Hey all i created a page so that you can follow your local councillors in one place Beechdale, Leamore & Reedswood Councillors All of our contact details and drop in session details are on the leaflet too.","Local residents and a former councillor are expressing significant dissatisfaction with Reform UK representatives over issues including HMO planning approvals, perceived political bias in development projects, and a failure to address anti-social behaviour and declining local amenities."
2224482621426999,2222144924994102,2026-07-31T09:27:54+00:00,2026-07-31,Local Government,Election Results Impact,Former councillor is sore loser,Bloxwich Community Group,5,3,0,2,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2222144924994102?comment_id=2224482621426999,Pint of Bitter please,"Orders a pint of bitter, likely a sarcastic or dismissive response to Pete Smith's lengthy post about losing his council seat to Reform candidates. The comment appears to mock the serious political discourse by reducing it to a casual pub order, suggesting frustration or contempt for the post's content.","Harden, Goscote & Ryecroft ward (covers also parts of Blakenall). Pete Smith... is no longer a local Councillor for the area, ......... at the moment. Those who take the time to vote, decide who represents them. This (see below) is typical of scores of responses that I have had to make since the May 2026 local elections.... I am sorry that I am now severely limited in how I can help with individual/personal problems and concerns. However I am still campaigning locally on general issues that are affecting our neighbourhoods and our Borough.... too many to mention, right now. TYPICAL (sadly) letter to recent residents: Hello XXX, Sorry to hear of this problem that you are facing. Not sure whether you are aware ... but I did not get re-elected as a Councillor at the May 2026 local elections , so consequently have no power/influence at all to help. This is deeply frustrating on my part but this is the result of the local election results...... 3 new Reform Councillors (previously individually totally unknown to me and most others and none of them living in our ward), have been elected by a majorty of those who took the time and effort to vote.... hence 3 candidates were elected due to the Reform bandwaggon that swept the area on a ""stop the boats"" frenzy...... totally irrelevant to our locality, actually) Should you wish, you can hopefully find the details of these new Councillors by contacting the Council on 01922 650000...make sure you tell the Council that you live in Harden, Goscote & Ryecroft ward or give them your post code and they will identify the ward where you live. What you describe is serious anti-social behaviour which should be reported to the Police and to the Council's Community Protection department,which I advise you to do, if not already done. Community Protection can be contacted by email on: communityprotection@walsall.gov.uk It is probably the case that the property of concern to you, is privately owned if not Whg... The Council should be able to advise here. I am sorry that I am unable to do this on your behalf as your elected Councillor, at the moment..... Best wishes, Pete Pete Smith, former Independent Councillor for your area. *** Next local elections: May 6th 2027 Harden, Goscote & Ryecroft ward (covers also parts of Blakenall). Pete Smith... is no longer a local Councillor for the area, ......... at the moment. Those who take the time to vote, decide who represents them. This (see below) is typical of scores of responses that I have had to make since the May 2026 local elections.... I am sorry that I am now severely limited in how I can help with individual/personal problems and concerns. However I am still campaigning locally on general issues that are affecting our neighbourhoods and our Borough.... too many to mention, right now. TYPICAL (sadly) letter to recent residents: Hello XXX, Sorry to hear of this problem that you are facing. Not sure whether you are aware ... but I did not get re-elected as a Councillor at the May 2026 local elections , so consequently have no power/influence at all to help. This is deeply frustrating on my part but this is the result of the local election results...... 3 new Reform Councillors (previously individually totally unknown to me and most others and none of them living in our ward), have been elected by a majorty of those who took the time and effort to vote.... hence 3 candidates were elected due to the Reform bandwaggon that swept the area on a ""stop the boats"" frenzy...... totally irrelevant to our locality, actually) Should you wish, you can hopefully find the details of these new Councillors by contacting the Council on 01922 650000...make sure you tell the Council that you live in Harden, Goscote & Ryecroft ward or give them your post code and they will identify the ward where you live. What you describe is serious anti-social behaviour which should be reported to the Police and to the Council's Community Protection department,which I advise you to do, if not already done. Community Protection can be contacted by email on: communityprotection@walsall.gov.uk It is probably the case that the property of concern to you, is privately owned if not Whg... The Council should be able to advise here. I am sorry that I am unable to do this on your behalf as your elected Councillor, at the moment..... Best wishes, Pete Pete Smith, former Independent Councillor for your area. *** Next local elections: May 6th 2027",The discourse centres on the tension between a former independent councillor’s frustration over losing his seat to Reform UK candidates and a divided local electorate debating whether national populist rhetoric or established community representation better serves the ward's needs.
2224487131426548,2222144924994102,2026-07-31T09:35:42+00:00,2026-07-31,Local Government,Election Results Impact,Former councillor is sore loser,Bloxwich Community Group,4,4,0,0,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2222144924994102?comment_id=2224487131426548,"You cant help yourself can you. Stop the boats frenzy, They were voted in to get things done and so far they seem to be doing a very good job, All I heard from you was slagging Reform off, I take it you're against mass illegal migration then, and quite possibly everything else Reform do, No wonder you didn't get re-elected","Defends Reform councillors as effective and accuses Pete Smith of being a sore loser who constantly criticizes Reform while opposing their policies, particularly on immigration. Implies Smith's electoral defeat was deserved given his apparent opposition to the Reform agenda that resonated with local voters.","Harden, Goscote & Ryecroft ward (covers also parts of Blakenall). Pete Smith... is no longer a local Councillor for the area, ......... at the moment. Those who take the time to vote, decide who represents them. This (see below) is typical of scores of responses that I have had to make since the May 2026 local elections.... I am sorry that I am now severely limited in how I can help with individual/personal problems and concerns. However I am still campaigning locally on general issues that are affecting our neighbourhoods and our Borough.... too many to mention, right now. TYPICAL (sadly) letter to recent residents: Hello XXX, Sorry to hear of this problem that you are facing. Not sure whether you are aware ... but I did not get re-elected as a Councillor at the May 2026 local elections , so consequently have no power/influence at all to help. This is deeply frustrating on my part but this is the result of the local election results...... 3 new Reform Councillors (previously individually totally unknown to me and most others and none of them living in our ward), have been elected by a majorty of those who took the time and effort to vote.... hence 3 candidates were elected due to the Reform bandwaggon that swept the area on a ""stop the boats"" frenzy...... totally irrelevant to our locality, actually) Should you wish, you can hopefully find the details of these new Councillors by contacting the Council on 01922 650000...make sure you tell the Council that you live in Harden, Goscote & Ryecroft ward or give them your post code and they will identify the ward where you live. What you describe is serious anti-social behaviour which should be reported to the Police and to the Council's Community Protection department,which I advise you to do, if not already done. Community Protection can be contacted by email on: communityprotection@walsall.gov.uk It is probably the case that the property of concern to you, is privately owned if not Whg... The Council should be able to advise here. I am sorry that I am unable to do this on your behalf as your elected Councillor, at the moment..... Best wishes, Pete Pete Smith, former Independent Councillor for your area. *** Next local elections: May 6th 2027 Harden, Goscote & Ryecroft ward (covers also parts of Blakenall). Pete Smith... is no longer a local Councillor for the area, ......... at the moment. Those who take the time to vote, decide who represents them. This (see below) is typical of scores of responses that I have had to make since the May 2026 local elections.... I am sorry that I am now severely limited in how I can help with individual/personal problems and concerns. However I am still campaigning locally on general issues that are affecting our neighbourhoods and our Borough.... too many to mention, right now. TYPICAL (sadly) letter to recent residents: Hello XXX, Sorry to hear of this problem that you are facing. Not sure whether you are aware ... but I did not get re-elected as a Councillor at the May 2026 local elections , so consequently have no power/influence at all to help. This is deeply frustrating on my part but this is the result of the local election results...... 3 new Reform Councillors (previously individually totally unknown to me and most others and none of them living in our ward), have been elected by a majorty of those who took the time and effort to vote.... hence 3 candidates were elected due to the Reform bandwaggon that swept the area on a ""stop the boats"" frenzy...... totally irrelevant to our locality, actually) Should you wish, you can hopefully find the details of these new Councillors by contacting the Council on 01922 650000...make sure you tell the Council that you live in Harden, Goscote & Ryecroft ward or give them your post code and they will identify the ward where you live. What you describe is serious anti-social behaviour which should be reported to the Police and to the Council's Community Protection department,which I advise you to do, if not already done. Community Protection can be contacted by email on: communityprotection@walsall.gov.uk It is probably the case that the property of concern to you, is privately owned if not Whg... The Council should be able to advise here. I am sorry that I am unable to do this on your behalf as your elected Councillor, at the moment..... Best wishes, Pete Pete Smith, former Independent Councillor for your area. *** Next local elections: May 6th 2027",The discourse centres on the tension between a former independent councillor’s frustration over losing his seat to Reform UK candidates and a divided local electorate debating whether national populist rhetoric or established community representation better serves the ward's needs.
