comment_id,post_id,timestamp,date,category,issue,opinion,group,num_reactions,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry,link,text,comment_summary,post_text,post_summary
4595075977305002,4595053730640560,2026-07-28T09:14:14+00:00,2026-07-28,Environmental,Construction Noise,Construction noise source identification,Mossley GB,1,1,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595075977305002,Think its works being done on Egmont street its really loud here,Identifies construction work on Egmont Street as the source of the loud noise reported in the original post. Expresses annoyance at the noise level from the ongoing works.,"I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595076757304924,4595053730640560,2026-07-28T09:15:15+00:00,2026-07-28,Environmental,Construction Noise,Sleep disruption from construction,Mossley GB,3,1,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595076757304924,I know it’s getting on my nerves I’m just by the canal and every time I need to sleep in the sound is there. It’s the builders building the new apartments next to the park (cranes) the same builders that built the apartment I’m in over the canal.,"Expresses frustration with persistent construction noise from builders erecting new apartments by the canal and park, which disrupts sleep. Implies criticism of the same construction company that built the commenter's own apartment complex, suggesting dissatisfaction with ongoing development in the area.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595081720637761,4595053730640560,2026-07-28T09:21:48+00:00,2026-07-28,Environmental,Construction Noise,Relief at shared noise experience,Mossley GB,1,1,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595081720637761,We can hear it now near Mossley motors,Confirms that the loud noise mentioned in the post is currently audible in the Mossley Motors area. Provides a specific location update to corroborate the original poster's observation of the unusual sound.,"I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595085933970673,4595053730640560,2026-07-28T09:26:52+00:00,2026-07-28,Environmental,Construction Noise,,Mossley GB,0,0,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595085933970673,My son came down and said it's the 7 trumpets and we are doomed 🤣. It's annoying and quite frankly it's weirding me out. I feel like I'm in a horror film 🤦🏻‍♀️🤣.,"Shares that her son jokingly attributed the mysterious loud noise to biblical apocalyptic events (the seven trumpets), expressing that the ongoing noise is genuinely annoying and unsettling, making her feel as though she is experiencing a horror film scenario.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595086593970607,4595053730640560,2026-07-28T09:27:38+00:00,2026-07-28,Environmental,Construction Noise,Humorous dismissal of noise complaints,Mossley GB,5,0,0,5,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595086593970607,Someones had a few too many beans 😅,"Makes a lighthearted joke suggesting the original poster has consumed excessive alcohol, implying their description of the noise as resembling a Jurassic Park trumpet sound is exaggerated or fanciful. Uses humor and an emoji to gently mock the post rather than engage seriously with the noise complaint.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595134467299153,4595053730640560,2026-07-28T10:22:16+00:00,2026-07-28,Environmental,Construction Noise,Relief at shared noise experience,Mossley GB,0,0,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595134467299153,Glad you can hear it thought I was going crackers hearing things 🤣🤣,"Expresses relief that others are also hearing the loud noise, indicating the commenter was concerned they might be experiencing auditory hallucinations. Uses humor to convey reassurance that the sound is real and shared by the community.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595148230631110,4595053730640560,2026-07-28T10:36:44+00:00,2026-07-28,Environmental,Construction Noise,Development destroying town character,Mossley GB,7,7,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595148230631110,Need to stop building we're letting a beautiful town become a concrete jungle,"Criticizes ongoing construction and development in Mossley, arguing that building projects are destroying the town's character and transforming it into an unattractive urban sprawl. Implies that development should be halted to preserve the town's aesthetic and quality of life.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595148860631047,4595053730640560,2026-07-28T10:37:31+00:00,2026-07-28,Environmental,Construction Noise,Humorous dismissal of noise complaints,Mossley GB,1,1,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595148860631047,Fanfare for the Common man,"References Aaron Copland's famous orchestral composition, likely using it as a cultural or ironic reference to the loud noise being discussed. The comment's intent is unclear—it could be sarcastically elevating the construction sound to the status of a celebrated classical work, or simply making a tangential cultural allusion.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4595301970615736,4595053730640560,2026-07-28T13:06:49+00:00,2026-07-28,Environmental,Construction Noise,Political blame for development decisions,Mossley GB,2,2,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4595301970615736,Labour dont care about the green areas just £££££,"Criticizes the Labour party for prioritizing financial gain over environmental protection, implying that local green spaces are being sacrificed for profit. Suggests that Labour's development decisions in the area are motivated by money rather than community welfare or conservation.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4601031313376135,4595053730640560,2026-08-01T22:31:14+00:00,2026-08-01,Environmental,Construction Noise,Seeking confirmation of recurring noise,Mossley GB,0,0,0,0,0,0,0,https://www.facebook.com/groups/118723864940258/posts/4595053730640560?comment_id=4601031313376135,Did anyone hear last week like a mosk over a tanoed,"Asks whether others heard a similar loud noise over Mossley the previous week, described with unclear terminology ('mosk over a tanoed'). Likely seeking confirmation of the same phenomenon discussed in the post, though the specific description is difficult to parse.","I may sound very stupid here, but what is that sound like a loud trumpet that we can hear over Mossley this morning. It sounds like we are in the middle of a Jurassic Park movie set 🤣","Residents are expressing concern and annoyance regarding a loud, unusual noise in Mossley, which has been identified as construction activity and linked to wider frustrations over local urban development."
4604476063031660,4602849119861021,2026-08-04T14:28:06+00:00,2026-08-04,Environmental,Protected Species Sightings,Red list species confirmation,Mossley GB,2,1,0,0,1,0,0,https://www.facebook.com/groups/118723864940258/posts/4602849119861021?comment_id=4604476063031660,These ate on the red list,"Affirms that lapwings are on the red list, supporting the conservation concern highlighted in the post. The comment appears to reinforce awareness of the species' endangered status.",Lapwings on Hey Farm #mossleywildlife #ProtectOurWildlife #lapwing,The sighting of lapwings in Mossley highlights the local presence of a bird species currently on the conservation red list.
2229478894260705,2229437644264830,2026-08-05T19:13:41+00:00,2026-08-05,Environmental,Fire Incidents,Seeking fire duration and location confirmation,Bloxwich Community Group,0,0,0,0,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2229437644264830?comment_id=2229478894260705,Is this one that's been burning since this morning? Smelt fire almost all day in Bloxwich,"Questions whether the reported fire is the same one that has been burning since morning, noting that they detected smoke throughout the day in the Bloxwich area. Seeks confirmation of the fire's duration and location.",Fire towards Walsall Fire towards Walsall,Local residents and commuters are reporting significant travel disruption and safety concerns caused by a persistent large-scale fire near the M6 and M5 motorway link in the Walsall area.
2229513194257275,2229437644264830,2026-08-05T20:04:57+00:00,2026-08-05,Environmental,Fire Incidents,Reporting traffic disruption from fire smoke,Bloxwich Community Group,1,1,0,0,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2229437644264830?comment_id=2229513194257275,I was going from Walsall back to Stourbridge earlier on the Motorway. This was all over the M6 - M5 link! Hard to drive through and northbound traffic was at a standstill.,"Reports firsthand experience of severe traffic disruption on the M6-M5 motorway link caused by the fire, noting that smoke made driving difficult and northbound traffic was completely halted.",Fire towards Walsall Fire towards Walsall,Local residents and commuters are reporting significant travel disruption and safety concerns caused by a persistent large-scale fire near the M6 and M5 motorway link in the Walsall area.
2229546350920626,2229437644264830,2026-08-05T21:02:16+00:00,2026-08-05,Environmental,Fire Incidents,Expressing concern for resident safety,Bloxwich Community Group,0,0,0,0,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2229437644264830?comment_id=2229546350920626,Yes. This area by Bescot was on fire. I drove past it on M6. I hope everyone is ok. It was just by the houses 😢,"Confirms witnessing the fire near Bescot while driving on the M6, noting it was located close to residential houses. Expresses concern for the safety and wellbeing of residents affected by the incident.",Fire towards Walsall Fire towards Walsall,Local residents and commuters are reporting significant travel disruption and safety concerns caused by a persistent large-scale fire near the M6 and M5 motorway link in the Walsall area.
2229546470920614,2229437644264830,2026-08-05T21:02:27+00:00,2026-08-05,Environmental,Fire Incidents,,Bloxwich Community Group,0,0,0,0,0,0,0,https://www.facebook.com/groups/846204072588201/posts/2229437644264830?comment_id=2229546470920614,,,Fire towards Walsall Fire towards Walsall,Local residents and commuters are reporting significant travel disruption and safety concerns caused by a persistent large-scale fire near the M6 and M5 motorway link in the Walsall area.
3437434576426508,3437087833127849,2026-08-07T05:28:51+00:00,2026-08-07,Environmental,Wildlife Conflicts,Foxes are recurring local problem,Bloxwich Chit Chat,2,1,0,0,1,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437434576426508,Fox and cat always fighting by us,"Reports that foxes and cats frequently fight in the commenter's vicinity, suggesting this may be a recurring local issue. Implies the disturbance described in the post could be explained by wildlife conflict rather than a domestic incident.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
3437469483089684,3437087833127849,2026-08-07T06:19:26+00:00,2026-08-07,Environmental,Wildlife Conflicts,Feeding foxes causes behavioral problems,Bloxwich Chit Chat,2,2,0,0,0,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437469483089684,Bloody nuisances. The fox's are . Loads round by us. Get no sleep most nights has my dog can hear them. But people keep feeding them and they have became quite tamed to humans.,"Expresses frustration with foxes as a local nuisance causing sleep disruption due to their vocalizations affecting pets, and blames residents who feed foxes for habituating them to human presence. Implies that human feeding behavior is exacerbating the problem by making foxes less fearful of people.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
3437486176421348,3437087833127849,2026-08-07T06:44:01+00:00,2026-08-07,Environmental,Wildlife Conflicts,Foxes are recurring local problem,Bloxwich Chit Chat,1,1,0,0,0,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437486176421348,Foxes,"Suggests that foxes, rather than a domestic pet fight, were responsible for the disturbance reported on Hamilton Street. Implies this is a known local problem with urban foxes causing similar incidents.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
3437521539751145,3437087833127849,2026-08-07T07:32:55+00:00,2026-08-07,Environmental,Wildlife Conflicts,Wild animals should find own food,Bloxwich Chit Chat,6,6,0,0,0,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437521539751145,People shouldn't feed the foxes and other wild animals. I realise that it's done with the best and the kindest intentions but the clue is in wild. They find their own food by nature. They will not starve.,"Criticizes the practice of feeding wild animals, including foxes, arguing that despite good intentions, it is inappropriate because these animals are naturally self-sufficient and will find their own food without human intervention. Implies that feeding wild animals may be contributing to the fox problem being discussed in the thread.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
3437529293083703,3437087833127849,2026-08-07T07:44:05+00:00,2026-08-07,Environmental,Wildlife Conflicts,Feeding foxes causes behavioral problems,Bloxwich Chit Chat,4,4,0,0,0,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437529293083703,We have the foxs every night even during the day ...they don't stop scratching so full of fleas and worms they crap on the grass ...they fight for the scraps some idiots throw them ....my little dog barks and growls then the neighbours moan ....they are not pets you do not need to feed them ...leave them to do what they should do...find their own food...,"Criticizes people for feeding urban foxes, arguing they are not pets and should find their own food rather than scavenge from human waste. Expresses frustration with the resulting problems: foxes infested with parasites, aggressive behavior, property damage, and disturbances to domestic pets and neighbors.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
3437554516414514,3437087833127849,2026-08-07T08:18:04+00:00,2026-08-07,Environmental,Wildlife Conflicts,,Bloxwich Chit Chat,0,0,0,0,0,0,0,https://www.facebook.com/groups/2369573043212672/posts/3437087833127849?comment_id=3437554516414514,DOG not FOX,"Corrects the original poster's identification of the animal involved in the disturbance, asserting that the sound was from a dog rather than a fox. This is a direct factual disagreement about what animal was responsible for the late-night incident on Hamilton Street.","Might be barking up the wrong tree here but sounded like a dog and cat fight approx 21:45 and then def a lad crying “ i don’t want her to die “ “ what can we do , i don’t want her to die “ as clear as anything ! Hamilton street!",Local residents are debating whether a distressing late-night disturbance on Hamilton Street involved a violent encounter between domestic pets or the ongoing nuisance of urban foxes.
